step,train_loss,val_loss,ppl,lr_muon,lr_adam,tokens_seen,elapsed_s,best_val_loss,patience_counter
0,10.5717,n/a,39016.03,2.00e-04,3.00e-06,16384,12.9,n/a,0
10,9.5001,n/a,13360.98,2.20e-03,3.30e-05,180224,29.8,n/a,0
20,9.2186,n/a,10083.28,4.20e-03,6.30e-05,344064,46.8,n/a,0
30,8.3647,n/a,4292.79,6.20e-03,9.30e-05,507904,64.0,n/a,0
40,7.8494,n/a,2564.19,8.20e-03,1.23e-04,671744,81.3,n/a,0
50,7.4229,n/a,1673.81,1.02e-02,1.53e-04,835584,98.6,n/a,0
60,6.9882,n/a,1083.80,1.22e-02,1.83e-04,999424,115.9,n/a,0
70,6.7047,n/a,816.24,1.42e-02,2.13e-04,1163264,133.2,n/a,0
80,6.7008,n/a,813.08,1.62e-02,2.43e-04,1327104,150.6,n/a,0
90,6.6393,n/a,764.54,1.82e-02,2.73e-04,1490944,167.9,n/a,0
100,6.5990,5.9950,734.34,2.00e-02,3.00e-04,1654784,192.6,5.9950,0
110,6.3067,n/a,548.23,2.00e-02,3.00e-04,1818624,210.6,5.9950,0
120,6.2897,n/a,538.98,2.00e-02,3.00e-04,1982464,228.0,5.9950,0
130,6.2819,n/a,534.82,2.00e-02,3.00e-04,2146304,245.4,5.9950,0
140,6.3864,n/a,593.74,2.00e-02,3.00e-04,2310144,262.8,5.9950,0
150,6.1848,n/a,485.33,2.00e-02,3.00e-04,2473984,280.4,5.9950,0
160,6.2394,n/a,512.57,2.00e-02,3.00e-04,2637824,298.1,5.9950,0
170,6.3028,n/a,546.10,2.00e-02,3.00e-04,2801664,315.7,5.9950,0
180,6.0191,n/a,411.22,2.00e-02,3.00e-04,2965504,333.3,5.9950,0
190,6.1462,n/a,466.92,2.00e-02,3.00e-04,3129344,350.9,5.9950,0
200,5.6795,5.5204,292.82,2.00e-02,3.00e-04,3293184,373.4,5.5204,0
210,5.8990,n/a,364.66,2.00e-02,3.00e-04,3457024,391.5,5.5204,0
220,5.7517,n/a,314.72,2.00e-02,3.00e-04,3620864,409.1,5.5204,0
230,5.9960,n/a,401.80,2.00e-02,3.00e-04,3784704,426.6,5.5204,0
240,6.0513,n/a,424.65,2.00e-02,3.00e-04,3948544,444.1,5.5204,0
250,5.3744,n/a,215.81,2.00e-02,3.00e-04,4112384,461.7,5.5204,0
260,5.5827,n/a,265.79,2.00e-02,3.00e-04,4276224,479.2,5.5204,0
270,5.7335,n/a,309.04,2.00e-02,3.00e-04,4440064,496.7,5.5204,0
280,5.5821,n/a,265.63,2.00e-02,3.00e-04,4603904,514.3,5.5204,0
290,5.4953,n/a,243.54,2.00e-02,3.00e-04,4767744,531.8,5.5204,0
300,5.4753,5.1499,238.73,2.00e-02,3.00e-04,4931584,554.3,5.1499,0
310,5.4933,n/a,243.07,2.00e-02,3.00e-04,5095424,572.3,5.1499,0
320,5.3722,n/a,215.33,2.00e-02,3.00e-04,5259264,589.9,5.1499,0
330,5.3298,n/a,206.40,2.00e-02,3.00e-04,5423104,607.4,5.1499,0
340,5.5114,n/a,247.50,2.00e-02,3.00e-04,5586944,624.9,5.1499,0
350,5.4207,n/a,226.05,2.00e-02,3.00e-04,5750784,642.4,5.1499,0
360,5.5988,n/a,270.09,2.00e-02,3.00e-04,5914624,660.0,5.1499,0
370,5.6192,n/a,275.66,2.00e-02,3.00e-04,6078464,677.5,5.1499,0
380,5.4366,n/a,229.67,2.00e-02,3.00e-04,6242304,695.0,5.1499,0
390,5.1901,n/a,179.49,2.00e-02,3.00e-04,6406144,712.5,5.1499,0
400,5.4245,4.9383,226.90,2.00e-02,3.00e-04,6569984,735.1,4.9383,0
410,4.9821,n/a,145.78,2.00e-02,3.00e-04,6733824,753.2,4.9383,0
420,5.4864,n/a,241.39,2.00e-02,3.00e-04,6897664,770.8,4.9383,0
430,5.3762,n/a,216.20,2.00e-02,3.00e-04,7061504,788.3,4.9383,0
440,5.0811,n/a,160.95,2.00e-02,3.00e-04,7225344,805.9,4.9383,0
450,5.1690,n/a,175.74,2.00e-02,3.00e-04,7389184,823.4,4.9383,0
460,5.4923,n/a,242.82,2.00e-02,3.00e-04,7553024,840.9,4.9383,0
470,4.9297,n/a,138.34,2.00e-02,3.00e-04,7716864,858.5,4.9383,0
480,5.1875,n/a,179.02,2.00e-02,3.00e-04,7880704,876.0,4.9383,0
490,5.2674,n/a,193.92,2.00e-02,3.00e-04,8044544,893.6,4.9383,0
500,5.2736,4.7080,195.11,2.00e-02,3.00e-04,8208384,916.1,4.7080,0
510,5.1240,n/a,168.01,2.00e-02,3.00e-04,8372224,934.2,4.7080,0
520,4.7725,n/a,118.22,2.00e-02,3.00e-04,8536064,951.8,4.7080,0
530,5.0745,n/a,159.89,2.00e-02,3.00e-04,8699904,969.3,4.7080,0
540,4.8528,n/a,128.10,2.00e-02,3.00e-04,8863744,986.8,4.7080,0
550,5.3104,n/a,202.43,2.00e-02,3.00e-04,9027584,1004.4,4.7080,0
560,5.3275,n/a,205.92,2.00e-02,3.00e-04,9191424,1021.9,4.7080,0
570,5.0931,n/a,162.89,2.00e-02,3.00e-04,9355264,1039.4,4.7080,0
580,5.0258,n/a,152.29,2.00e-02,3.00e-04,9519104,1057.0,4.7080,0
590,5.0440,n/a,155.09,2.00e-02,3.00e-04,9682944,1074.5,4.7080,0
600,4.9044,4.5604,134.88,2.00e-02,3.00e-04,9846784,1097.0,4.5604,0
610,4.9875,n/a,146.58,2.00e-02,3.00e-04,10010624,1115.2,4.5604,0
620,4.7419,n/a,114.65,2.00e-02,3.00e-04,10174464,1132.8,4.5604,0
630,5.0542,n/a,156.68,2.00e-02,3.00e-04,10338304,1150.3,4.5604,0
640,5.3607,n/a,212.87,2.00e-02,3.00e-04,10502144,1167.9,4.5604,0
650,4.7882,n/a,120.08,2.00e-02,3.00e-04,10665984,1185.4,4.5604,0
660,4.8083,n/a,122.52,2.00e-02,3.00e-04,10829824,1202.9,4.5604,0
670,4.8157,n/a,123.43,2.00e-02,3.00e-04,10993664,1220.2,4.5604,0
680,5.0287,n/a,152.73,2.00e-02,3.00e-04,11157504,1237.6,4.5604,0
690,4.5889,n/a,98.38,2.00e-02,3.00e-04,11321344,1255.0,4.5604,0
700,4.6696,4.4578,106.66,2.00e-02,3.00e-04,11485184,1277.4,4.4578,0
710,4.6489,n/a,104.47,2.00e-02,3.00e-04,11649024,1295.4,4.4578,0
720,4.7285,n/a,113.13,2.00e-02,3.00e-04,11812864,1312.8,4.4578,0
730,4.9120,n/a,135.91,2.00e-02,3.00e-04,11976704,1330.1,4.4578,0
740,4.9694,n/a,143.94,2.00e-02,3.00e-04,12140544,1347.5,4.4578,0
750,4.5948,n/a,98.97,2.00e-02,3.00e-04,12304384,1364.9,4.4578,0
760,4.9680,n/a,143.74,2.00e-02,3.00e-04,12468224,1382.3,4.4578,0
770,4.5803,n/a,97.55,2.00e-02,3.00e-04,12632064,1399.7,4.4578,0
780,4.5560,n/a,95.20,2.00e-02,3.00e-04,12795904,1417.1,4.4578,0
790,4.4752,n/a,87.81,2.00e-02,3.00e-04,12959744,1434.5,4.4578,0
800,4.4744,4.3682,87.74,2.00e-02,3.00e-04,13123584,1456.8,4.3682,0
810,4.4106,n/a,82.32,2.00e-02,3.00e-04,13287424,1474.8,4.3682,0
820,4.9097,n/a,135.60,2.00e-02,3.00e-04,13451264,1492.2,4.3682,0
830,4.2041,n/a,66.96,2.00e-02,3.00e-04,13615104,1509.6,4.3682,0
840,4.6230,n/a,101.80,2.00e-02,3.00e-04,13778944,1527.0,4.3682,0
850,4.6129,n/a,100.77,2.00e-02,3.00e-04,13942784,1544.3,4.3682,0
860,4.2424,n/a,69.58,2.00e-02,3.00e-04,14106624,1561.7,4.3682,0
870,4.8704,n/a,130.37,2.00e-02,3.00e-04,14270464,1579.1,4.3682,0
880,4.5326,n/a,93.00,2.00e-02,3.00e-04,14434304,1596.5,4.3682,0
890,4.7641,n/a,117.23,2.00e-02,3.00e-04,14598144,1613.9,4.3682,0
900,4.5757,4.3383,97.09,2.00e-02,3.00e-04,14761984,1636.2,4.3383,0
910,4.1435,n/a,63.02,2.00e-02,3.00e-04,14925824,1654.2,4.3383,0
920,4.5460,n/a,94.26,2.00e-02,3.00e-04,15089664,1671.6,4.3383,0
930,4.7270,n/a,112.96,2.00e-02,3.00e-04,15253504,1688.9,4.3383,0
940,4.4674,n/a,87.13,2.00e-02,3.00e-04,15417344,1706.3,4.3383,0
950,4.7745,n/a,118.45,2.00e-02,3.00e-04,15581184,1723.7,4.3383,0
960,4.2032,n/a,66.90,2.00e-02,3.00e-04,15745024,1741.1,4.3383,0
970,3.9231,n/a,50.56,2.00e-02,3.00e-04,15908864,1758.5,4.3383,0
980,4.5726,n/a,96.79,2.00e-02,3.00e-04,16072704,1775.8,4.3383,0
990,4.4644,n/a,86.87,2.00e-02,3.00e-04,16236544,1793.2,4.3383,0
1000,4.6045,4.2694,99.93,2.00e-02,3.00e-04,16400384,1815.6,4.2694,0
1010,4.6523,n/a,104.83,2.00e-02,3.00e-04,16564224,1833.5,4.2694,0
1020,4.8266,n/a,124.79,2.00e-02,3.00e-04,16728064,1850.9,4.2694,0
1030,4.5320,n/a,92.94,2.00e-02,3.00e-04,16891904,1868.3,4.2694,0
1040,4.5525,n/a,94.86,2.00e-02,3.00e-04,17055744,1885.6,4.2694,0
1050,4.4706,n/a,87.41,2.00e-02,3.00e-04,17219584,1903.0,4.2694,0
1060,4.3546,n/a,77.83,2.00e-02,3.00e-04,17383424,1920.4,4.2694,0
1070,4.5866,n/a,98.16,2.00e-02,3.00e-04,17547264,1937.7,4.2694,0
1080,4.3276,n/a,75.77,2.00e-02,3.00e-04,17711104,1955.1,4.2694,0
1090,4.2625,n/a,70.99,2.00e-02,3.00e-04,17874944,1972.5,4.2694,0
1100,4.2718,4.1117,71.65,2.00e-02,3.00e-04,18038784,1994.8,4.1117,0
1110,4.3381,n/a,76.56,2.00e-02,3.00e-04,18202624,2012.7,4.1117,0
1120,4.4892,n/a,89.05,2.00e-02,3.00e-04,18366464,2030.0,4.1117,0
1130,4.2151,n/a,67.70,2.00e-02,3.00e-04,18530304,2047.4,4.1117,0
1140,4.7444,n/a,114.94,2.00e-02,3.00e-04,18694144,2064.8,4.1117,0
1150,4.6499,n/a,104.58,2.00e-02,3.00e-04,18857984,2082.1,4.1117,0
1160,4.3879,n/a,80.47,2.00e-02,3.00e-04,19021824,2099.5,4.1117,0
1170,4.2291,n/a,68.66,2.00e-02,3.00e-04,19185664,2116.9,4.1117,0
1180,4.2387,n/a,69.32,2.00e-02,3.00e-04,19349504,2134.3,4.1117,0
1190,4.3807,n/a,79.90,2.00e-02,3.00e-04,19513344,2151.7,4.1117,0
1200,4.1863,4.0703,65.78,2.00e-02,3.00e-04,19677184,2174.0,4.0703,0
1210,4.4988,n/a,89.91,2.00e-02,3.00e-04,19841024,2192.0,4.0703,0
1220,4.6261,n/a,102.12,2.00e-02,3.00e-04,20004864,2209.4,4.0703,0
1230,4.4287,n/a,83.82,2.00e-02,3.00e-04,20168704,2226.7,4.0703,0
1240,4.3583,n/a,78.13,2.00e-02,3.00e-04,20332544,2244.2,4.0703,0
1250,4.4365,n/a,84.48,2.00e-02,3.00e-04,20496384,2262.0,4.0703,0
1260,4.1335,n/a,62.39,2.00e-02,3.00e-04,20660224,2279.5,4.0703,0
1270,4.3375,n/a,76.52,2.00e-02,3.00e-04,20824064,2297.0,4.0703,0
1280,3.8262,n/a,45.89,2.00e-02,3.00e-04,20987904,2314.6,4.0703,0
1290,4.4252,n/a,83.53,2.00e-02,3.00e-04,21151744,2332.3,4.0703,0
1300,4.1862,3.9102,65.77,2.00e-02,3.00e-04,21315584,2355.2,3.9102,0
1310,4.2501,n/a,70.11,2.00e-02,3.00e-04,21479424,2374.1,3.9102,0
1320,3.9991,n/a,54.55,2.00e-02,3.00e-04,21643264,2392.4,3.9102,0
1330,4.4816,n/a,88.37,2.00e-02,3.00e-04,21807104,2410.9,3.9102,0
1340,4.0487,n/a,57.32,2.00e-02,3.00e-04,21970944,2429.4,3.9102,0
1350,4.1020,n/a,60.46,2.00e-02,3.00e-04,22134784,2447.1,3.9102,0
1360,4.1674,n/a,64.55,2.00e-02,3.00e-04,22298624,2464.7,3.9102,0
1370,4.4131,n/a,82.52,2.00e-02,3.00e-04,22462464,2482.3,3.9102,0
1380,4.3391,n/a,76.64,2.00e-02,3.00e-04,22626304,2499.9,3.9102,0
1390,3.9245,n/a,50.63,2.00e-02,3.00e-04,22790144,2517.5,3.9102,0
1400,3.8743,3.7807,48.15,2.00e-02,3.00e-04,22953984,2540.1,3.7807,0
1410,4.2930,n/a,73.19,2.00e-02,3.00e-04,23117824,2558.1,3.7807,0
1420,4.3215,n/a,75.30,2.00e-02,3.00e-04,23281664,2575.7,3.7807,0
1430,4.4051,n/a,81.87,2.00e-02,3.00e-04,23445504,2593.2,3.7807,0
1440,3.9252,n/a,50.66,2.00e-02,3.00e-04,23609344,2610.8,3.7807,0
1450,3.6967,n/a,40.31,2.00e-02,3.00e-04,23773184,2628.4,3.7807,0
1460,3.8145,n/a,45.36,2.00e-02,3.00e-04,23937024,2645.9,3.7807,0
1470,4.0704,n/a,58.58,2.00e-02,3.00e-04,24100864,2663.5,3.7807,0
1480,3.8663,n/a,47.77,2.00e-02,3.00e-04,24264704,2681.0,3.7807,0
1490,4.1030,n/a,60.52,2.00e-02,3.00e-04,24428544,2698.6,3.7807,0
1500,4.2054,3.6595,67.04,2.00e-02,3.00e-04,24592384,2721.1,3.6595,0
1510,4.1573,n/a,63.90,2.00e-02,3.00e-04,24756224,2739.2,3.6595,0
1520,3.8687,n/a,47.88,2.00e-02,3.00e-04,24920064,2756.7,3.6595,0
1530,4.2977,n/a,73.53,2.00e-02,3.00e-04,25083904,2774.2,3.6595,0
1540,4.2316,n/a,68.83,2.00e-02,3.00e-04,25247744,2791.8,3.6595,0
1550,3.9317,n/a,50.99,2.00e-02,3.00e-04,25411584,2809.3,3.6595,0
1560,4.4250,n/a,83.51,2.00e-02,3.00e-04,25575424,2826.8,3.6595,0
1570,4.1379,n/a,62.67,2.00e-02,3.00e-04,25739264,2844.4,3.6595,0
1580,4.2461,n/a,69.83,2.00e-02,3.00e-04,25903104,2861.9,3.6595,0
1590,4.0077,n/a,55.02,2.00e-02,3.00e-04,26066944,2879.5,3.6595,0
1600,4.0508,3.5316,57.44,2.00e-02,3.00e-04,26230784,2902.0,3.5316,0
1610,3.7936,n/a,44.42,2.00e-02,3.00e-04,26394624,2920.0,3.5316,0
1620,4.2492,n/a,70.05,2.00e-02,3.00e-04,26558464,2937.5,3.5316,0
1630,3.9565,n/a,52.27,2.00e-02,3.00e-04,26722304,2955.1,3.5316,0
1640,3.9599,n/a,52.45,2.00e-02,3.00e-04,26886144,2972.6,3.5316,0
1650,3.7294,n/a,41.65,2.00e-02,3.00e-04,27049984,2990.2,3.5316,0
1660,3.9802,n/a,53.53,2.00e-02,3.00e-04,27213824,3007.7,3.5316,0
1670,3.8376,n/a,46.41,2.00e-02,3.00e-04,27377664,3025.2,3.5316,0
1680,3.8651,n/a,47.71,2.00e-02,3.00e-04,27541504,3042.8,3.5316,0
1690,4.3017,n/a,73.82,2.00e-02,3.00e-04,27705344,3060.3,3.5316,0
1700,3.7489,3.3797,42.47,2.00e-02,3.00e-04,27869184,3082.8,3.3797,0
1710,3.6884,n/a,39.98,2.00e-02,3.00e-04,28033024,3101.0,3.3797,0
1720,3.9613,n/a,52.53,2.00e-02,3.00e-04,28196864,3118.5,3.3797,0
1730,3.8580,n/a,47.37,2.00e-02,3.00e-04,28360704,3136.0,3.3797,0
1740,3.7063,n/a,40.70,2.00e-02,3.00e-04,28524544,3153.5,3.3797,0
1750,3.4289,n/a,30.84,2.00e-02,3.00e-04,28688384,3171.1,3.3797,0
1760,3.7741,n/a,43.56,2.00e-02,3.00e-04,28852224,3188.6,3.3797,0
1770,4.2046,n/a,66.99,2.00e-02,3.00e-04,29016064,3206.1,3.3797,0
1780,3.8406,n/a,46.55,2.00e-02,3.00e-04,29179904,3223.6,3.3797,0
1790,3.8009,n/a,44.74,2.00e-02,3.00e-04,29343744,3241.1,3.3797,0
1800,3.8513,3.3394,47.05,2.00e-02,3.00e-04,29507584,3263.6,3.3394,0
1810,3.4672,n/a,32.05,2.00e-02,3.00e-04,29671424,3281.8,3.3394,0
1820,3.8997,n/a,49.39,2.00e-02,3.00e-04,29835264,3299.3,3.3394,0
1830,3.8776,n/a,48.31,2.00e-02,3.00e-04,29999104,3316.8,3.3394,0
1840,3.7879,n/a,44.17,2.00e-02,3.00e-04,30162944,3334.3,3.3394,0
1850,3.5108,n/a,33.48,2.00e-02,3.00e-04,30326784,3351.8,3.3394,0
1860,4.0781,n/a,59.03,2.00e-02,3.00e-04,30490624,3369.2,3.3394,0
1870,3.9855,n/a,53.81,2.00e-02,3.00e-04,30654464,3386.5,3.3394,0
1880,3.8827,n/a,48.56,2.00e-02,3.00e-04,30818304,3403.9,3.3394,0
1890,4.1652,n/a,64.40,2.00e-02,3.00e-04,30982144,3421.2,3.3394,0
1900,4.0770,3.2469,58.97,2.00e-02,3.00e-04,31145984,3443.5,3.2469,0
1910,3.6848,n/a,39.84,2.00e-02,3.00e-04,31309824,3461.4,3.2469,0
1920,4.0336,n/a,56.47,2.00e-02,3.00e-04,31473664,3478.8,3.2469,0
1930,4.2314,n/a,68.82,2.00e-02,3.00e-04,31637504,3496.2,3.2469,0
1940,3.9709,n/a,53.03,2.00e-02,3.00e-04,31801344,3513.5,3.2469,0
1950,3.9306,n/a,50.94,2.00e-02,3.00e-04,31965184,3530.9,3.2469,0
1960,3.5781,n/a,35.81,2.00e-02,3.00e-04,32129024,3548.3,3.2469,0
1970,3.8417,n/a,46.60,2.00e-02,3.00e-04,32292864,3565.7,3.2469,0
1980,3.4468,n/a,31.40,2.00e-02,3.00e-04,32456704,3583.1,3.2469,0
1990,3.6403,n/a,38.10,2.00e-02,3.00e-04,32620544,3600.5,3.2469,0
2000,3.8224,3.0959,45.71,2.00e-02,3.00e-04,32784384,3622.7,3.0959,0
2010,3.9989,n/a,54.54,2.00e-02,3.00e-04,32948224,4240.4,3.0959,0
2020,3.7173,n/a,41.16,2.00e-02,3.00e-04,33112064,4257.4,3.0959,0
2030,3.3945,n/a,29.80,2.00e-02,3.00e-04,33275904,4274.4,3.0959,0
2040,3.7764,n/a,43.66,2.00e-02,3.00e-04,33439744,4291.6,3.0959,0
2050,3.7816,n/a,43.88,2.00e-02,3.00e-04,33603584,4308.7,3.0959,0
2060,4.2205,n/a,68.07,2.00e-02,3.00e-04,33767424,4326.0,3.0959,0
2070,4.1185,n/a,61.47,2.00e-02,3.00e-04,33931264,4343.2,3.0959,0
2080,3.7015,n/a,40.51,2.00e-02,3.00e-04,34095104,4360.5,3.0959,0
2090,4.5672,n/a,96.27,2.00e-02,3.00e-04,34258944,4377.7,3.0959,0
2100,3.8398,3.0127,46.52,2.00e-02,3.00e-04,34422784,4399.9,3.0127,0
2110,3.9883,n/a,53.96,2.00e-02,3.00e-04,34586624,4417.8,3.0127,0
2120,3.1600,n/a,23.57,2.00e-02,3.00e-04,34750464,4435.1,3.0127,0
2130,3.4974,n/a,33.03,2.00e-02,3.00e-04,34914304,4452.4,3.0127,0
2140,3.9771,n/a,53.36,2.00e-02,3.00e-04,35078144,4469.7,3.0127,0
2150,3.5540,n/a,34.95,2.00e-02,3.00e-04,35241984,4486.9,3.0127,0
2160,3.4774,n/a,32.38,2.00e-02,3.00e-04,35405824,4504.2,3.0127,0
2170,4.0155,n/a,55.45,2.00e-02,3.00e-04,35569664,4521.5,3.0127,0
2180,3.6747,n/a,39.44,2.00e-02,3.00e-04,35733504,4538.8,3.0127,0
2190,3.6554,n/a,38.68,2.00e-02,3.00e-04,35897344,4556.1,3.0127,0
2200,3.7198,3.0021,41.26,2.00e-02,3.00e-04,36061184,4578.4,3.0021,0
2210,3.6440,n/a,38.25,2.00e-02,3.00e-04,36225024,4596.3,3.0021,0
2220,3.5320,n/a,34.19,2.00e-02,3.00e-04,36388864,4613.6,3.0021,0
2230,3.6819,n/a,39.72,2.00e-02,3.00e-04,36552704,4630.9,3.0021,0
2240,3.4150,n/a,30.42,2.00e-02,3.00e-04,36716544,4648.2,3.0021,0
2250,3.5002,n/a,33.12,2.00e-02,3.00e-04,36880384,4665.5,3.0021,0
2260,3.5821,n/a,35.95,2.00e-02,3.00e-04,37044224,4682.9,3.0021,0
2270,4.1625,n/a,64.23,2.00e-02,3.00e-04,37208064,4700.2,3.0021,0
2280,3.7488,n/a,42.47,2.00e-02,3.00e-04,37371904,4717.5,3.0021,0
2290,3.8364,n/a,46.36,2.00e-02,3.00e-04,37535744,4734.8,3.0021,0
2300,4.1851,2.9421,65.70,2.00e-02,3.00e-04,37699584,4757.1,2.9421,0
2310,3.6834,n/a,39.78,2.00e-02,3.00e-04,37863424,4775.1,2.9421,0
2320,3.4001,n/a,29.97,2.00e-02,3.00e-04,38027264,4792.4,2.9421,0
2330,3.6988,n/a,40.40,2.00e-02,3.00e-04,38191104,4809.8,2.9421,0
2340,3.5420,n/a,34.54,2.00e-02,3.00e-04,38354944,4827.1,2.9421,0
2350,3.3852,n/a,29.52,2.00e-02,3.00e-04,38518784,4844.4,2.9421,0
2360,3.7017,n/a,40.52,2.00e-02,3.00e-04,38682624,4861.8,2.9421,0
2370,3.2426,n/a,25.60,2.00e-02,3.00e-04,38846464,4879.1,2.9421,0
2380,3.3168,n/a,27.57,2.00e-02,3.00e-04,39010304,4896.5,2.9421,0
2390,3.4108,n/a,30.29,2.00e-02,3.00e-04,39174144,4913.8,2.9421,0
2400,3.6242,2.9034,37.49,2.00e-02,3.00e-04,39337984,4936.1,2.9034,0
2410,3.7371,n/a,41.98,2.00e-02,3.00e-04,39501824,4954.0,2.9034,0
2420,3.3446,n/a,28.35,2.00e-02,3.00e-04,39665664,4971.3,2.9034,0
2430,3.6820,n/a,39.72,2.00e-02,3.00e-04,39829504,4988.7,2.9034,0
2440,3.4628,n/a,31.91,2.00e-02,3.00e-04,39993344,5006.0,2.9034,0
2450,3.5679,n/a,35.44,2.00e-02,3.00e-04,40157184,5023.3,2.9034,0
2460,3.3644,n/a,28.92,2.00e-02,3.00e-04,40321024,5040.6,2.9034,0
2470,3.9791,n/a,53.47,2.00e-02,3.00e-04,40484864,5058.0,2.9034,0
2480,3.9461,n/a,51.73,2.00e-02,3.00e-04,40648704,5075.3,2.9034,0
2490,3.3900,n/a,29.67,2.00e-02,3.00e-04,40812544,5092.7,2.9034,0
2500,3.7616,2.8171,43.02,2.00e-02,3.00e-04,40976384,5115.0,2.8171,0
2510,3.8925,n/a,49.03,2.00e-02,3.00e-04,41140224,5132.9,2.8171,0
2520,3.8426,n/a,46.65,2.00e-02,3.00e-04,41304064,5150.2,2.8171,0
2530,3.8362,n/a,46.35,2.00e-02,3.00e-04,41467904,5167.5,2.8171,0
2540,3.6994,n/a,40.42,2.00e-02,3.00e-04,41631744,5184.9,2.8171,0
2550,3.7181,n/a,41.19,2.00e-02,3.00e-04,41795584,5202.2,2.8171,0
2560,3.3831,n/a,29.46,2.00e-02,3.00e-04,41959424,5219.6,2.8171,0
2570,3.6288,n/a,37.67,2.00e-02,3.00e-04,42123264,5236.9,2.8171,0
2580,3.3815,n/a,29.42,2.00e-02,3.00e-04,42287104,5254.3,2.8171,0
2590,3.3542,n/a,28.62,2.00e-02,3.00e-04,42450944,5271.6,2.8171,0
2600,3.7726,2.8383,43.49,2.00e-02,3.00e-04,42614784,5293.7,2.8171,1
2610,4.0393,n/a,56.78,2.00e-02,3.00e-04,42778624,5311.6,2.8171,1
2620,3.6050,n/a,36.78,2.00e-02,3.00e-04,42942464,5329.0,2.8171,1
2630,3.5402,n/a,34.47,2.00e-02,3.00e-04,43106304,5346.4,2.8171,1
2640,3.7495,n/a,42.50,2.00e-02,3.00e-04,43270144,5363.7,2.8171,1
2650,3.7896,n/a,44.24,2.00e-02,3.00e-04,43433984,5381.0,2.8171,1
2660,3.4173,n/a,30.49,2.00e-02,3.00e-04,43597824,5398.4,2.8171,1
2670,3.6285,n/a,37.66,2.00e-02,3.00e-04,43761664,5415.7,2.8171,1
2680,3.9362,n/a,51.23,2.00e-02,3.00e-04,43925504,5433.0,2.8171,1
2690,3.5973,n/a,36.50,2.00e-02,3.00e-04,44089344,5450.4,2.8171,1
2700,3.7575,2.7548,42.84,2.00e-02,3.00e-04,44253184,5472.7,2.7548,0
2710,3.9630,n/a,52.61,2.00e-02,3.00e-04,44417024,5490.6,2.7548,0
2720,3.5462,n/a,34.68,2.00e-02,3.00e-04,44580864,5507.9,2.7548,0
2730,3.8492,n/a,46.95,2.00e-02,3.00e-04,44744704,5525.3,2.7548,0
2740,3.4876,n/a,32.71,2.00e-02,3.00e-04,44908544,5542.6,2.7548,0
2750,3.8681,n/a,47.85,2.00e-02,3.00e-04,45072384,5560.0,2.7548,0
2760,3.5073,n/a,33.36,2.00e-02,3.00e-04,45236224,5577.3,2.7548,0
2770,3.8583,n/a,47.38,2.00e-02,3.00e-04,45400064,5594.7,2.7548,0
2780,3.2719,n/a,26.36,2.00e-02,3.00e-04,45563904,5612.0,2.7548,0
2790,3.7664,n/a,43.22,2.00e-02,3.00e-04,45727744,5629.3,2.7548,0
2800,3.3223,2.7563,27.73,2.00e-02,3.00e-04,45891584,5651.4,2.7548,1
2810,3.6389,n/a,38.05,2.00e-02,3.00e-04,46055424,5669.4,2.7548,1
2820,3.5614,n/a,35.21,2.00e-02,3.00e-04,46219264,5686.7,2.7548,1
2830,3.5392,n/a,34.44,2.00e-02,3.00e-04,46383104,5704.1,2.7548,1
2840,3.4831,n/a,32.56,2.00e-02,3.00e-04,46546944,5721.4,2.7548,1
2850,3.1491,n/a,23.32,2.00e-02,3.00e-04,46710784,5738.7,2.7548,1
2860,3.3857,n/a,29.54,2.00e-02,3.00e-04,46874624,5756.1,2.7548,1
2870,3.7033,n/a,40.58,2.00e-02,3.00e-04,47038464,5773.4,2.7548,1
2880,3.2082,n/a,24.73,2.00e-02,3.00e-04,47202304,5790.7,2.7548,1
2890,3.0564,n/a,21.25,2.00e-02,3.00e-04,47366144,5808.1,2.7548,1
2900,3.6269,2.7388,37.60,2.00e-02,3.00e-04,47529984,5830.4,2.7388,0
2910,3.2802,n/a,26.58,2.00e-02,3.00e-04,47693824,5848.4,2.7388,0
2920,3.2244,n/a,25.14,2.00e-02,3.00e-04,47857664,5865.7,2.7388,0
2930,2.8164,n/a,16.72,2.00e-02,3.00e-04,48021504,5883.1,2.7388,0
2940,3.6928,n/a,40.16,2.00e-02,3.00e-04,48185344,5900.4,2.7388,0
2950,3.7727,n/a,43.50,2.00e-02,3.00e-04,48349184,5917.8,2.7388,0
2960,3.6314,n/a,37.76,2.00e-02,3.00e-04,48513024,5935.1,2.7388,0
2970,3.5422,n/a,34.54,2.00e-02,3.00e-04,48676864,5952.4,2.7388,0
2980,3.5523,n/a,34.89,2.00e-02,3.00e-04,48840704,5969.8,2.7388,0
2990,4.0636,n/a,58.18,2.00e-02,3.00e-04,49004544,5987.1,2.7388,0
3000,3.5778,2.7090,35.79,2.00e-02,3.00e-04,49168384,6009.4,2.7090,0
3010,3.5396,n/a,34.45,2.00e-02,3.00e-04,49332224,6027.3,2.7090,0
3020,3.3906,n/a,29.68,2.00e-02,3.00e-04,49496064,6044.7,2.7090,0
3030,3.2625,n/a,26.12,2.00e-02,3.00e-04,49659904,6062.1,2.7090,0
3040,3.7159,n/a,41.09,2.00e-02,3.00e-04,49823744,6079.4,2.7090,0
3050,3.9542,n/a,52.16,2.00e-02,3.00e-04,49987584,6096.8,2.7090,0
